文件名,问题描述,原文,译文
adv_dear_ttmr_004.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』。,叫《SyngUp!》。
adv_dear_ttmr_004.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』の中で、,在《SyngUp!》里，
adv_dear_ttmr_004.txt,应使用全角感叹号'！'而非半角'!',確かに『SyngUp!』の,确实自从『SyngUp!』
adv_dear_ttmr_007.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』の映像は、,《SyngUp!》的影像
adv_dear_ttmr_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』を、,要不要来
adv_dear_ttmr_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』を、,要不要来担任
adv_dear_ttmr_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』の,意思是……希望我协助
adv_dear_ttmr_008.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』解散から,《SyngUp!》解散后
adv_dear_ttmr_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』の再結成に,希望他能协助
adv_dear_ttmr_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』を,您是不是……
adv_dear_ttmr_011.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』の元リーダー、,《SyngUp!》的前任队长
adv_dear_ttmr_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『NEXT IDOL AUDITION』です。,是《NEXT IDOL AUDITION》。
adv_dear_ttmr_011.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『NEXT IDOL AUDITION』に出場,就是为了让她参加
adv_dear_ttmr_011.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』のメンバーが目標にして,《SyngUp!》成员们作为目标的偶像·
adv_dear_ttmr_011.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』解散後、彼女が,听说《SyngUp!》解散后，
adv_dear_ttmr_011.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,元『SyngUp!』が、,曾经的《SyngUp!》成员
adv_dear_ttmr_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』ランキングを,来提升
adv_dear_ttmr_012.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『ちょっぴり』ではないですね。,"这可不叫""稍微""啊。"
adv_dear_ttmr_014.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』の優勝は譲ってあげる。,《FINALE》的冠军就让给你们好了。
adv_dear_ttmr_014.txt,应使用全角感叹号'！'而非半角'!',（SyngUp!の元リーダー……,（SyngUp!的前任领队……
adv_dear_ttmr_014.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』時代からのファンには、,《SyngUp!》时期的老粉们
adv_dear_ttmr_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『QUARTET』。,《QUARTET》。
adv_dear_ttmr_015.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』が解散した、当時の話を。,《SyngUp!》解散时的往事。
adv_dear_ttmr_015.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』解散を……,《SyngUp!》解散风波中……
adv_dear_ttmr_015.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,私を『いい人』みたいに言うの、,别把我说的像个好人似的，
adv_dear_ttmr_015.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,最悪の形で『SyngUp!』は終わった。,《SyngUp!》以最糟糕的方式结束了。
adv_dear_ttmr_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『私たちの約束』を破ったよね！？,"违背了""我们的约定""对吧！？"
adv_dear_ttmr_017.txt,应使用全角感叹号'！'而非半角'!',『SyngUp!』を結成するときにした,还记得成立『SyngUp!』时
adv_dear_ttmr_017.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』の枠に、,得给家里的笨蛋
adv_dear_ttmr_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』で勝負する約束を,约好要在《FINALE》
adv_dear_ttmr_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』に出られるかどうか。,登上《FINALE》舞台。
adv_dear_ttmr_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『今日』の反響を待ちましょう。,先观望今天的数据反馈吧。
adv_dear_ttmr_018.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』に！,《FINALE》！
adv_dear_ttmr_019.txt,应使用日式引号'『』'保持一致,次は『H.I.F』で負かしてやる。,下次就在《H.I.F》上打败你。
adv_dear_ttmr_019.txt,应使用日式引号'『』'保持一致,次の『H.I.F』では、私が挑戦者です。,下次《H.I.F》，我才是挑战者。
adv_dear_ttmr_020.txt,应使用全角感叹号'！'而非半角'!',『SyngUp!』を結成した理由）,当初成立『SyngUp!』的理由）
adv_event_002_main-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『も』ってことは――,"你说""也""——"
adv_event_002_main-04.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『大変なこと』なのでしょうか？,"""不得了的事""吗？"
adv_event_005_main-03.txt,应使用全角感叹号'！'而非半角'!',元『SyngUp!』のメンバーから,我打算从原『SyngUp!』的成员中
adv_event_005_main-03.txt,应使用全角感叹号'！'而非半角'!',『SyngUp!』は……その……,『SyngUp!』那个…………怎么说呢…………
adv_event_005_main-03.txt,应使用全角感叹号'！'而非半角'!',『SyngUp!』からひとりを選ぶなら、,但如果要从『SyngUp!』选一人，
adv_event_005_main-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,あの『燐羽様』には、根強い固定ファン,"虽然那位""燐羽大人""有着"
adv_event_005_main-03.txt,应使用全角感叹号'！'而非半角'!',加えて、『SyngUp!』の中で唯一、,而且她还是『SyngUp!』里唯一
adv_event_006_main-05.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『初星温泉　～木枯らしに散る～』,欢迎光临
adv_event_006_main-05.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『すべてこちらがお世話する』,"虽然""全程由我们负责接待"""
adv_event_006_main-05.txt,应使用日式引号'『』'保持一致,『まるで王様になったような,「简直像当上了国王一样
adv_event_006_main-05.txt,应使用日式引号'『』'保持一致,　気分だったよ。』,　心情超棒。」
adv_event_006_main-05.txt,应使用日式引号'『』'保持一致,『マッサージ痛気持ちよかった。,「按摩又痛又舒服。
adv_event_006_main-05.txt,应使用日式引号'『』'保持一致,　ちなっちのお菓子サイコー！』,　千奈亲的零食太赞了！」
adv_event_008_main-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『アイドルの仕事』、だよな。,"是""偶像的工作""对吧"
adv_event_008_main-01.txt,应使用日式引号'『』'保持一致,わたしが次の『一番星』だって、,然后告诉大家
adv_event_008_main-01.txt,应使用日式引号'『』'保持一致,こうして次代の『一番星』が,正因为聚集了三位
adv_event_008_main-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『わたしたちの歌が聴きたい』って,必须让他们产生
adv_event_008_main-02.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』のときから応援してて……,从《SyngUp!》时期就一直支持您……
adv_event_008_main-02.txt,应使用全角感叹号'！'而非半角'!'; 应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『SyngUp!』のステージ、,《SyngUp!》的演出
adv_event_010_main-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『洋菓子大全』,《西式糕点大全》
adv_event_010_main-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『プロフェッショナルの技法』……,《专业技法》……
adv_event_010_main-05.txt,省略号应使用'……'而非'...',高麗人参とか、マムシの粉とか……,高丽参、蝮蛇粉之类的...
adv_event_010_main-05.txt,省略号应使用'……'而非'...',大事に食べるね……ん？,我会珍惜地享用的...嗯？
adv_event_012_main-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『頑張った』っていう免罪符が欲しい,"如果只是想要""努力过了""的免罪符"
adv_event_013_main-04.txt,应使用日式引号'『』'保持一致,去年の『H.I.F』――,去年的《H.I.F》——
adv_event_013_main-04.txt,应使用日式引号'『』'保持一致,憧れで在り続けることは、『一番星』に,持续保持被憧憬的状态
adv_event_013_main-04.txt,应使用日式引号'『』'保持一致,誰もが憧れる、『一番星』に,明明已经成为了让所有人
adv_event_013_main-04.txt,应使用日式引号'『』'保持一致,ふっ、『H.I.F』で、必ず貴様を,"呵，在说一定要在""H.I.F"""
adv_event_013_main-05.txt,应使用日式引号'『』'保持一致,次の『H.I.F』、完璧な貴様と,"接下来的""H.I.F"""
adv_event_013_main-05.txt,应使用日式引号'『』'保持一致,私の後輩たちが、『H.I.F』で活躍,希望我的后辈们
adv_event_013_main-05.txt,应使用日式引号'『』'保持一致,それから、『H.I.F』で優勝して、,"还有在""H.I.F""夺冠"
adv_event_013_main-05.txt,应使用日式引号'『』'保持一致,次の『H.I.F』までに、十王星南が,"希望在下届""H.I.F""前"
adv_event_013_main-05.txt,应使用日式引号'『』'保持一致,次の『H.I.F』、私の全力を尽くして、,"下一届""H.I.F"""
adv_pevent_001_amao_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,次のうち『もうあとがない』という,下列选项中表达
adv_pevent_001_amao_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,バリツが登場した『空き家の冒険』は,出现巴流术的《空屋历险记》
adv_pevent_001_amao_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ちなみに科白劇は『かはくげき』,"顺便一提，""科白剧"""
adv_pevent_001_fktn_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『名将言行録』という本では、,《名将言行录》这本书里记载的
adv_pevent_001_hrnm_school_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,答えは『折れない』だ。,"正确答案是""折不了""。"
adv_pevent_001_hski_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,一番星は別名『宵の明星』といって、,"长庚星又名""黄昏之星""，"
adv_pevent_001_hski_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ちなみに『明けの明星』も金星。,"顺便告诉你，""启明星""也是金星哦。"
adv_pevent_001_hski_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,一番星は別名『宵の明星』といって、,"长庚星又名""黄昏之星""，"
adv_pevent_001_hski_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,一番星は別名『宵の明星』といって、,"长庚星又名""黄昏之星""，"
adv_pevent_001_hski_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ビタミンB2は『発育のビタミン』とも,"维生素B2也被称为""成长维生素"""
adv_pevent_001_hski_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ビタミンB2は『発育のビタミン』とも,"维生素B2也被称为""成长维生素"""
adv_pevent_001_hski_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ビタミンB2は『発育のビタミン』とも,"维生素B2也被称为""成长维生素"""
adv_pevent_001_hski_school_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ちなみにこの遺言は『五か条の訓戒』,顺便一提，这个遗言被称为《五条训诫》，
adv_pevent_001_hski_school_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『風林火山』の由来となった人物だ。,"他是""风林火山""的出处人物。"
adv_pevent_001_hume_school_005.txt,应使用日式引号'『』'保持一致,すこし奇妙ですが、『N極に向かって,虽然有点奇怪——假设有人对你说
adv_pevent_001_hume_school_005.txt,应使用日式引号'『』'保持一致,歩け』と言われたとします。,"""请朝着N极方向走""。"
adv_pevent_001_hume_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,答えは『リズムに乗るため』です。,正确答案是「为了跟上节奏」。
adv_pevent_001_hume_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,答えは『リズムに乗るため』です。,正确答案是「为了跟上节奏」。
adv_pevent_001_hume_school_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,二十四節気で『立秋』にあたる時期だ。,"在二十四节气中属于""立秋""阶段。"
adv_pevent_001_hume_school_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ところが『スイカ割り』は夏の季語だ。,"但""切西瓜""却是夏天的季语。"
adv_pevent_001_jsna_activity_010.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,誰もが心に抱えている『アイドル』……,每个人心中都有的「理想偶像」形象……
adv_pevent_001_jsna_activity_016.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『先輩』……ということは、,「前辈」的意思是指
adv_pevent_001_jsna_activity_020.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『仕事』とはどういうものかを,让我明白了
adv_pevent_001_jsna_school_004.txt,应使用日式引号'『』'保持一致,十王さんはすでに『一番星』を,十王小姐已经是获得过《一番星》
adv_pevent_001_jsna_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,もう少し『ラテ』を突き詰めて,如果再深入想想
adv_pevent_001_jsna_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,インターネットだと『欄』がないので、,"网络上没有""栏""的概念，"
adv_pevent_001_jsna_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,熱狂的なという意味の『fanatic』,但最有力的说法是来源于
adv_pevent_001_jsna_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,面白いという意味の『fun』から,"可能是联想到表示""有趣""的"
adv_pevent_001_jsna_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,正解のファンは『fan』なので、,"但正确的""fan""拼写不同，"
adv_pevent_001_kcna_activity_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,この漢字は『ガイ』と読みます。,"这个汉字念""伽""。"
adv_pevent_001_kcna_school_002.txt,应使用日式引号'『』'保持一致,それは……『一番星』になる,那就是……成为
adv_pevent_001_kcna_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,次のうち『単純接触効果』の説明,"下列选项中关于""单纯接触效应""的解释，"
adv_pevent_001_kcna_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『会う』という意味の接触ですね。,"这里的接触是指""见面""哦。"
adv_pevent_001_kcna_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,と、いわゆる『お嬢様』に関係した,"像这样与""大小姐""相关的"
adv_pevent_001_kcna_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,次のうち、『お嬢様』に関係した,"下列选项中，哪一项是与""大小姐"""
adv_pevent_001_kcna_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,もともと、男の子のことを『ぼん』と,原本在某些地区，
adv_pevent_001_kcna_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,そもそも『グラビア』とは,"那么""写真""这个词"
adv_pevent_001_kcna_school_010.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『上座』はどこでしょう？,"哪个位置是""上座""呢？"
adv_pevent_001_kllj_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,日本には『情けは人のためならず』,日本有句谚语叫
adv_pevent_001_kllj_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,（でも、『ならず』なのに逆だなんて。,"（但明明是""ならず""却表达相反意思。"
adv_pevent_001_kllj_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,答えは『結果的に自分のためになる』,"正确答案是""最终会对自己有利"""
adv_pevent_001_kllj_school_005.txt,应使用日式引号'『』'保持一致,『甘やかすことになるから、助けては,"并不是""因为会惯坏对方"
adv_pevent_001_kllj_school_005.txt,应使用日式引号'『』'保持一致,　いけない』という意味じゃない。,"　所以不应该帮助""的意思。"
adv_pevent_001_kllj_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,答えは『自分のためになるから』だ。,"正确答案是""因为会回报自己""。"
adv_pevent_001_kllj_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『アイドル』の語源は英語の『Idol』。,"""偶像""的词源是英语的""Idol""。"
adv_pevent_001_kllj_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,Idolには『偶像』や『崇拝される人』,"Idol有""偶像""和""被崇拜的人"""
adv_pevent_001_kllj_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,Idolには『偶像』や『崇拝される人』,"Idol有""偶像""和""被崇拜的人"""
adv_pevent_001_kllj_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,Idolには『偶像』や『崇拝される人』,"Idol有""偶像""和""被崇拜的人"""
adv_pevent_001_kllj_school_006.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,そこから転じて『憧れの人』も。,"由此引申为""憧憬的对象""。"
adv_pevent_001_kllj_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,なぜ最後の人を『トリ』と呼ぶのか,知道为什么把最后出场的人
adv_pevent_001_kllj_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,そもそも『鳥』じゃないんですよ。,"但其实并不是""鸟""的意思哦。"
adv_pevent_001_kllj_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,正解は『お金の総取り』。,"正确答案是""收钱的总管""。"
adv_pevent_001_kllj_school_009.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,正解は『お金の総取り』。,"正确答案是""收钱的总管""。"
adv_pevent_001_kllj_school_010.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『極夜』という自然現象。,"一种叫""极夜""的自然现象。"
adv_pevent_001_shro_activity_003.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『好かれるポイント』とでも,或许可以称之为
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『羽』と数える。,"用""羽""来计数。"
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『杯』と数える動物はなんだ？,"用""杯""来计数的动物是什么？"
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ハシビロコウは『羽』だな。,"鲸头鹳是用""羽""计数的。"
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『人』の他に何がある？,"除了""人""还有什么？"
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,死んだら『体』？,"死后用""体""？"
adv_pevent_001_shro_school_005.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,……『名』だ。,"……是""名""。"
adv_pevent_001_ssmk_school_005.txt,句末应使用句号'。'而非英文句点'.',1.9999……となる。,1.9999……
adv_pevent_001_ssmk_school_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,そのなかで、実際には『ない』,其中哪个是实际上
adv_pevent_001_ttmr_school_007.txt,应使用全角感叹号'！'而非半角'!',グループ『SyngUP!』。,团体『SyngUP!』。
adv_pevent_001_ttmr_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ちなみに『Sync up』との,顺便一提，这个名字还包含了
adv_pevent_001_ttmr_school_007.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,こちらは『同調する』『同期する』,后者带有「协调一致」「同步」
adv_pevent_001_ttmr_school_008.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,……インドにも『県』という区分が,……你倒是知道印度也有
adv_pevent_002_amao_sales_2-004-01.txt,应使用日式引号'『』'保持一致,『自分を好きになるにはどうすれば,"关于""怎样才能喜欢上自己"""
adv_pevent_002_amao_sales_2-004-01.txt,应使用日式引号'『』'保持一致,いいですか』っていう相談か……,这个咨询啊……
adv_pevent_002_amao_sales_2-004-02.txt,应使用日式引号'『』'保持一致,『自分を好きになるにはどうすれば,"""怎样才能喜欢上自己呢"""
adv_pevent_002_amao_sales_2-004-02.txt,应使用日式引号'『』'保持一致,いいですか』っていう相談か……,这种咨询啊……
adv_pevent_002_fktn_sales_2-006-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ズバリ、『ハチドリ』ですっ！,"直截了当说——""蜂鸟""！"
adv_pevent_002_fktn_sales_2-006-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ズバリ、『ハチドリ』ですっ！,"直接告诉你吧，是""蜂鸟""哦！"
adv_pevent_002_hski_sales_1-002-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ここが『N.I.A』の,"这里就是""N.I.A""的"
adv_pevent_002_hski_sales_2-004-02.txt,应使用日式引号'『』'保持一致,『ライバルに負けるのが怖くて,"""害怕输给竞争对手"
adv_pevent_002_hski_sales_2-004-02.txt,应使用日式引号'『』'保持一致,　チャレンジできません』,"不敢挑战"""
adv_pevent_002_jsna_sales_1-005-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『セロリ汁』ってことよね。,"该说是""芹菜汁""吧……"
adv_pevent_002_jsna_sales_1-005-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『1000回振り出しても苦い』って意味,"据说名字意思是""冲泡千次仍苦涩"""
adv_pevent_002_jsna_sales_1-005-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『セロリ汁』ってことよね。,"这不就是""芹菜汁""嘛……"
adv_pevent_002_jsna_sales_1-005-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『1000回振り出しても苦い』って意味,"据说意思是""冲泡一千次依然苦涩""……"
adv_pevent_002_jsna_sales_2-002-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『N.I.A』に合わせて祭りを開くそう,"听说要配合""N.I.A""举办庆典活动……"
adv_pevent_002_jsna_sales_2-003-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『あれ』を始めようかしら……,"要不要开始做""那个""呢……"
adv_pevent_002_jsna_sales_2-006-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』に向けて、みんなにも,为了《FINALE》，让大家
adv_pevent_002_jsna_sales_2-006-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『FINALE』に向けて、みんなにも,为了《FINALE》，让大家一起
adv_pevent_002_jsna_sales_3-001-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『かわいく』撮りなさい。,"记得要拍得""可爱""一点哦。"
adv_pevent_002_jsna_sales_3-001-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『楽しそう』じゃない。,"这可不是""看起来很开心"""
adv_pevent_002_jsna_sales_3-001-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『かわいく』撮りなさい。,"记得要拍得""可爱""一点哦。"
adv_pevent_002_jsna_sales_3-001-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『楽しそう』じゃない。,"这可不是""开心玩耍""哦。"
adv_pevent_002_jsna_sales_4-004-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,さすが『先輩』。,"不愧是""前辈""。"
adv_pevent_002_jsna_sales_4-004-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,さすが『先輩』。,"不愧是""前辈""。"
adv_pevent_002_kcna_sales_1-003-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『しゅわしゅわ』がバズった……,「气泡感」成了热门话题……
adv_pevent_002_kcna_sales_1-003-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『しゅわしゅわ』がバズった……,「气泡感」成了热门话题……
adv_pevent_002_kcna_sales_1-003-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『しゅわしゅわ』がバズった……,「气泡感」成了热门话题……
adv_pevent_002_ssmk_sales_2-004-01.txt,应使用日式引号'『』'保持一致,どれどれ……『仲の良かった友達に,"让我看看……""曾经要好的朋友"
adv_pevent_002_ssmk_sales_2-004-01.txt,应使用日式引号'『』'保持一致,勉強で置いていかれてしまいました』,"在学业上超越了我""……"
adv_pgrowth_001_fktn_02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,ことねちゃん、あなた『持ってる』わ。,"琴音酱，你真是""天赋异禀""呢。"
adv_pstory_001_amao_after-step-1-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,麻央さん。それでは『幸福の王子』,麻央。这样下去你会变成
adv_pstory_001_amao_after-step-1-normal-03.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,歌劇『ローゼンヌの薔薇』の主人公、,歌剧《罗森内的蔷薇》里
adv_pstory_001_amao_after-step-2-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『ロミオとジュリエット』の台詞を。,《罗密欧与朱丽叶》的台词吧。
adv_pstory_001_fktn_after-audition-final-failure-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,だけどまだ『次』がある,但只要还有
adv_pstory_001_fktn_after-audition-final-failure-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『次の機会』など幾らでも用意します。,"""下次机会""要多少有多少。"
adv_pstory_001_fktn_after-audition-final-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,それが『藤田ことね』の,这才是
adv_pstory_001_fktn_after-step-2-normal-02.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『稼げるあたし』になるための、,可是为了成为
adv_pstory_001_hski_after-audition-final-normal-01.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,今日より『上』の,我会让你见识到比今天
adv_pstory_001_hski_after-audition-final-normal-04.txt,应使用日式引号'『』'保持一致; 应使用日式引号'『』'保持一致,『次』に切り替える,现在还不是
